County Code,County Name,Constituency Code,Constituency Name,Ward Code,Ward Name,Polling Station Name
1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,BOMU PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,MWIJABU PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,LILONGWE GARDEN
1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,BOMU STADIUM
1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,BOMU SECONDARY SCHOOL
1,MOMBASA,1,CHANGAMWE,1,PORT REITZ,FULL GOSPEL CHURCH GROUND
1,MOMBASA,1,CHANGAMWE,2,KIPEVU,UMOJA PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,2,KIPEVU,KISUMU NDOGO GROUND
1,MOMBASA,1,CHANGAMWE,2,KIPEVU,KWA HOLA PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,2,KIPEVU,CAPE TOWN GROUND
1,MOMBASA,1,CHANGAMWE,2,KIPEVU,KALOLENI GROUND
1,MOMBASA,1,CHANGAMWE,2,KIPEVU,AKAMBA HANDCRAFT COOP. SOCIETY HALL
1,MOMBASA,1,CHANGAMWE,3,AIRPORT,BOKOLE NURSERY SCHOOL
1,MOMBASA,1,CHANGAMWE,3,AIRPORT,BARAKA VILLAGE
1,MOMBASA,1,CHANGAMWE,3,AIRPORT,AL-IRSHADI NURSERY SCHOOL
1,MOMBASA,1,CHANGAMWE,3,AIRPORT,MWIDANI SOCIAL HALL
1,MOMBASA,1,CHANGAMWE,3,AIRPORT,PORTREITZ NURSERY SCHOOL
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,CHANGAMWE SOCIAL HALL
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,CHANGAMWE PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,ST. LWANGA PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,CHANGAMWE SECONDARY SCHOOL
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,GOME PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,MAGONGO PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,BAPTIST CHURCH PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,BISHOP MKALA ACADEMY
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,KIMBILIO ACADEMY
1,MOMBASA,1,CHANGAMWE,4,CHANGAMWE,AIC CHURCH HALL
1,MOMBASA,1,CHANGAMWE,5,CHAANI,CHAANI SOCIAL HALL
1,MOMBASA,1,CHANGAMWE,5,CHAANI,KIPEVU PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,5,CHAANI,MIKADINI PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,5,CHAANI,CHAANI PRIMARY SCHOOL
1,MOMBASA,1,CHANGAMWE,5,CHAANI,CHAANI SECONDARY SCHOOL
1,MOMBASA,1,CHANGAMWE,5,CHAANI,CHAANI CHIEF'S OFFICE
1,MOMBASA,1,CHANGAMWE,5,CHAANI,KASARANI GROUNDS
1,MOMBASA,2,JOMVU,6,JOMVU KUU,MIRITINI WORLD BANK PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,6,JOMVU KUU,JOMVU KUU PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,6,JOMVU KUU,TARATIBU SOCIAL HALL
1,MOMBASA,2,JOMVU,6,JOMVU KUU,MIRIRONI PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,6,JOMVU KUU,JOMVU NARCOL NURSERY SCHOOL
1,MOMBASA,2,JOMVU,6,JOMVU KUU,SWALEH KHALID SOCIAL HALL
1,MOMBASA,2,JOMVU,6,JOMVU KUU,BADI TWALIB PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,6,JOMVU KUU,ALDINNAH OPEN GROUNDS
1,MOMBASA,2,JOMVU,6,JOMVU KUU,MISUFINI OPEN GROUNDS
1,MOMBASA,2,JOMVU,7,MIRITINI,ABU-UBAIDA PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,7,MIRITINI,MIRITINI PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,7,MIRITINI,BAMAKO INNITIATIVE MIRITINI
1,MOMBASA,2,JOMVU,7,MIRITINI,RAILWAY STATION HALL
1,MOMBASA,2,JOMVU,7,MIRITINI,MWAMLAI PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,7,MIRITINI,CHABEAT OPEN GROUND - CHAMUNYU
1,MOMBASA,2,JOMVU,7,MIRITINI,MAGANDA PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,8,MIKINDANI,MINISTRY OF WATER TANKS
1,MOMBASA,2,JOMVU,8,MIKINDANI,OWINO UHURU NURSERY SCHOOL
1,MOMBASA,2,JOMVU,8,MIKINDANI,KWA SHEE PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,8,MIKINDANI,AMANI PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,8,MIKINDANI,ST. MARY'S BANGLADESH PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,8,MIKINDANI,MIKINDANI PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,8,MIKINDANI,NEW KIBARANI PRIMARY SCHOOL
1,MOMBASA,2,JOMVU,8,MIKINDANI,KAJEMBE HIGH SCHOOL
1,MOMBASA,2,JOMVU,8,MIKINDANI,NAZARENE NURSERY SCHOOL
1,MOMBASA,2,JOMVU,8,MIKINDANI,MWEMBENI OPEN GROUNDS
1,MOMBASA,3,KISAUNI,9,MJAMBERE,KISAUNI BAPTIST PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,9,MJAMBERE,KISAUNI WATER & SEWERAGE OFFICES
1,MOMBASA,3,KISAUNI,9,MJAMBERE,KADONGO GROUNDS - MISHOMORONI
1,MOMBASA,3,KISAUNI,9,MJAMBERE,PALANI GROUNDS
1,MOMBASA,3,KISAUNI,10,JUNDA,MANYANI GROUNDS
1,MOMBASA,3,KISAUNI,10,JUNDA,IFC CHURCH
1,MOMBASA,3,KISAUNI,10,JUNDA,EMMAS ACADEMY
1,MOMBASA,3,KISAUNI,10,JUNDA,NEW HOPE SECONDARY SCHOOL - MAKUMBA
1,MOMBASA,3,KISAUNI,10,JUNDA,ASSISTANT CHIEF'S CAMP - MACHAFUKO
1,MOMBASA,3,KISAUNI,10,JUNDA,JUNDA ASSISTANT CHIEF'S CAMP-WANGWANI
1,MOMBASA,3,KISAUNI,11,BAMBURI,KASHANI PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,11,BAMBURI,MAJAONI PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,11,BAMBURI,KIEMBENI PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,11,BAMBURI,ST. ELIZABETH ACADEMY
1,MOMBASA,3,KISAUNI,11,BAMBURI,MDENGEREKENI PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,MARIMANI PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,COLORADO PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,VORONI COMMUNITY PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,MAUNGUJA PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,12,MWAKIRUNGE,MWAKIRUNGE PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,13,MTOPANGA,KIEMBENI BAPTIST PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,13,MTOPANGA,MTOPANGA PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,13,MTOPANGA,CONCORDIA PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,13,MTOPANGA,COMMUNITY OF CHRIST CHURCH-MTOPANGA
1,MOMBASA,3,KISAUNI,13,MTOPANGA,ST.JOSEPHS HERMAN PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,13,MTOPANGA,PERMA SHARP GROUNDS
1,MOMBASA,3,KISAUNI,14,MAGOGONI,MISHOMORONI JUNIOR ACADEMY
1,MOMBASA,3,KISAUNI,14,MAGOGONI,MWANDONI (KISHADA) PLAY GROUNDS
1,MOMBASA,3,KISAUNI,14,MAGOGONI,BARSHEBA SOKONI GROUNDS
1,MOMBASA,3,KISAUNI,14,MAGOGONI,MWANDONI BLUE BENCH GROUNDS
1,MOMBASA,3,KISAUNI,14,MAGOGONI,MWANDONI KWA MTUMWA GROUNDS
1,MOMBASA,3,KISAUNI,14,MAGOGONI,MJAHIDINA MUSLIM SCHOOL
1,MOMBASA,3,KISAUNI,15,SHANZU,MIKOROSHONI PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,15,SHANZU,UTANGE PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,15,SHANZU,ZIMLAT PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,15,SHANZU,BAMBURI PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,15,SHANZU,SHANZU TEACHERS TRAINING COLLEGE
1,MOMBASA,3,KISAUNI,15,SHANZU,SHIMO LA TEWA PRIMARY SCHOOL
1,MOMBASA,3,KISAUNI,15,SHANZU,MWEMBELEGEZA PRIMARY SCHOOL
1,MOMBASA,4,NYALI,16,FRERE TOWN,KHADIJA PRIMARY SCHOOL
1,MOMBASA,4,NYALI,16,FRERE TOWN,FADHIL-ADHYM PRIMARY SCHOOL
1,MOMBASA,4,NYALI,16,FRERE TOWN,MLALEO PRIMARY SCHOOL
1,MOMBASA,4,NYALI,16,FRERE TOWN,FRERE TOWN PRIMARY SCHOOL
1,MOMBASA,4,NYALI,16,FRERE TOWN,MWANDONI KADIRIA GROUNDS
1,MOMBASA,4,NYALI,16,FRERE TOWN,VICTORIA BAPTIST PRIMARY SCHOOL
1,MOMBASA,4,NYALI,16,FRERE TOWN,SARAJEVO GROUNDS
1,MOMBASA,4,NYALI,16,FRERE TOWN,FRERETOWN SECONDARY SCHOOL
1,MOMBASA,4,NYALI,16,FRERE TOWN,KHADIJA SECONDARY SCHOOL
1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,ZIWA LA NG'OMBE PRIMARY SCHOOL
1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,OLIVE REHABILITATION CENTRE - MKUNGUNI
1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,TUMAINI ACADEMY/CHURCH OF CHRIST
1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,KICODEP HALL
1,MOMBASA,4,NYALI,17,ZIWA LA NG'OMBE,AZHAR PRIMARY SCHOOL
1,MOMBASA,4,NYALI,18,MKOMANI,MAWENI PRIMARY SCHOOL
1,MOMBASA,4,NYALI,18,MKOMANI,ASK GROUND - GATE 'A'
1,MOMBASA,4,NYALI,18,MKOMANI,MKOMANI GROUNDS
1,MOMBASA,4,NYALI,18,MKOMANI,PENTROSE COMMUNITY PRIMARY SCHOOL
1,MOMBASA,4,NYALI,18,MKOMANI,MAWENI MIXED SECONDARY SCHOOL
1,MOMBASA,4,NYALI,19,KONGOWEA,KONGOWEA PRIMARY SCHOOL
1,MOMBASA,4,NYALI,19,KONGOWEA,KWA KARAMA GROUNDS
1,MOMBASA,4,NYALI,19,KONGOWEA,KENGELENI PRIMARY SCHOOL
1,MOMBASA,4,NYALI,19,KONGOWEA,MUNICIPAL SOCIAL HALL - KONGOWEA
1,MOMBASA,4,NYALI,19,KONGOWEA,METHODIST CHURCH - KONGOWEA
1,MOMBASA,4,NYALI,19,KONGOWEA,KONGOWEA SECONDARY SCHOOL
1,MOMBASA,4,NYALI,20,KADZANDANI,BAHAWANI PRIMARY SCHOOL
1,MOMBASA,4,NYALI,20,KADZANDANI,BASHIR PRIMARY SCHOOL
1,MOMBASA,4,NYALI,20,KADZANDANI,KADZANDANI PRIMARY SCHOOL
1,MOMBASA,4,NYALI,20,KADZANDANI,MARIANIST POLYTECHNIC
1,MOMBASA,4,NYALI,20,KADZANDANI,SOWETO GROUNDS
1,MOMBASA,4,NYALI,20,KADZANDANI,MWATAMBA GROUNDS
1,MOMBASA,4,NYALI,20,KADZANDANI,KWA BULLO PRIMARY/SECONDARY SCHOOL
1,MOMBASA,4,NYALI,20,KADZANDANI,TEMAN JUNIOR ACADEMY
1,MOMBASA,5,LIKONI,21,MTONGWE,MTONGWE PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,21,MTONGWE,LONGO PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,21,MTONGWE,MTONGWE SOCIAL HALL
1,MOMBASA,5,LIKONI,21,MTONGWE,VIJIWENI PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,21,MTONGWE,MWANGALA PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,21,MTONGWE,MWEZA PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,21,MTONGWE,MKWAJUNI MARKET
1,MOMBASA,5,LIKONI,21,MTONGWE,ST. JOSEPH NURSERY SCHOOL
1,MOMBASA,5,LIKONI,21,MTONGWE,MTONGWE VOCATIONAL TRAINING CENTER
1,MOMBASA,5,LIKONI,22,SHIKA ADABU,SHIKA ADABU PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,22,SHIKA ADABU,CONSOLATA PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,22,SHIKA ADABU,VYEMANI PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,22,SHIKA ADABU,VIJIWENI GROUNDS
1,MOMBASA,5,LIKONI,22,SHIKA ADABU,UJAMAA GROUNDS
1,MOMBASA,5,LIKONI,22,SHIKA ADABU,MISHI MBOKO GIRLS SECONDARY SCHOOL
1,MOMBASA,5,LIKONI,22,SHIKA ADABU,INSPIRATIONS PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,22,SHIKA ADABU,SHIKA ADABU SECONDARY SCHOOL
1,MOMBASA,5,LIKONI,23,BOFU,DARU ULUM MADRASA
1,MOMBASA,5,LIKONI,23,BOFU,JAMVI LA WAGENI PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,23,BOFU,PELELEZA PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,23,BOFU,LIKONI MUSLIM PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,23,BOFU,BOMANI FOOTBALL GROUND
1,MOMBASA,5,LIKONI,24,LIKONI,LIKONI PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,24,LIKONI,JESUS CELEBRATION CENTER (SOWETO)
1,MOMBASA,5,LIKONI,24,LIKONI,LIKONI SECONDARY SCHOOL
1,MOMBASA,5,LIKONI,25,TIMBWANI,LIKONI FLATS SOCIAL HALL
1,MOMBASA,5,LIKONI,25,TIMBWANI,CONSOLATA NURSERY SCHOOL
1,MOMBASA,5,LIKONI,25,TIMBWANI,TIMBWANI PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,25,TIMBWANI,MRIMA PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,25,TIMBWANI,USHINDI BAPTIST PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,25,TIMBWANI,MAJI SAFI PRIMARY SCHOOL
1,MOMBASA,5,LIKONI,25,TIMBWANI,LICODEP
1,MOMBASA,5,LIKONI,25,TIMBWANI,TIMBWANI SECONDARY SCHOOL
1,MOMBASA,5,LIKONI,25,TIMBWANI,CALTEX GROUNDS
1,MOMBASA,5,LIKONI,25,TIMBWANI,TIMBWANI BABTIST PRIMARY SCHOOL
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,KADERBHOY OLD TOWN DISPENSARY
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,FORT JESUS MUSEUM
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,COAST GIRLS SECONDARY SCHOOL
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,STAR OF THE SEA PRIMARY SCHOOL
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,MBARAKI PRIMARY SCHOOL
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,SONARA SOCIAL HALL
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,ALLIDINA VISRAM HIGH SCHOOL
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,HAJAM JAMAAT HALL
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,SERANI PRIMARY SCHOOL
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,MOMBASA PRIMARY SCHOOL
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,KENYA SCHOOL OF GOVERNMENT
1,MOMBASA,6,MVITA,26,MJI WA KALE/MAKADARA,TIJARA GARDENS
1,MOMBASA,6,MVITA,27,TUDOR,TUDOR VILLAGE HALL
1,MOMBASA,6,MVITA,27,TUDOR,ST. AUGUSTINE PRIMARY SCHOOL
1,MOMBASA,6,MVITA,27,TUDOR,TUDOR PRIMARY SCHOOL
1,MOMBASA,6,MVITA,27,TUDOR,R. G. NGALA PRIMARY SCHOOL
1,MOMBASA,6,MVITA,27,TUDOR,FAHARI PRIMARY SCHOOL
1,MOMBASA,6,MVITA,27,TUDOR,SPARKI PRIMARY SCHOOL
1,MOMBASA,6,MVITA,27,TUDOR,BURHANIA PRIMARY SCHOOL
1,MOMBASA,6,MVITA,27,TUDOR,MUNICIPAL INSPECTORATE OFFICES
1,MOMBASA,6,MVITA,27,TUDOR,TUDOR DAY SECONDARY SCHOOL
1,MOMBASA,6,MVITA,27,TUDOR,KPA HALL MAKANDE
1,MOMBASA,6,MVITA,27,TUDOR,KHAMISI SECONDARY SCHOOL
1,MOMBASA,6,MVITA,28,TONONOKA,MWEMBE-TAYARI PUBLIC HEALTH CLINIC (PHC)
1,MOMBASA,6,MVITA,28,TONONOKA,KUMBAR PRIMARY SCHOOL
1,MOMBASA,6,MVITA,28,TONONOKA,AL-AMANI SOCIAL HALL - FLORINGI
1,MOMBASA,6,MVITA,28,TONONOKA,SHARIFF NASSIR SECONDARY SCHOOL
1,MOMBASA,6,MVITA,28,TONONOKA,CHANDARIA HALL
1,MOMBASA,6,MVITA,28,TONONOKA,KIKOWANI PRIMARY SCHOOL
1,MOMBASA,6,MVITA,28,TONONOKA,TONONOKA SOCIAL HALL
1,MOMBASA,6,MVITA,28,TONONOKA,TONONOKA NURSERY SCHOOL
1,MOMBASA,6,MVITA,28,TONONOKA,MUNICIPAL STADIUM
1,MOMBASA,6,MVITA,28,TONONOKA,CENTRAL GIRLS PRIMARY SCHOOL
1,MOMBASA,6,MVITA,28,TONONOKA,BUXTON ESTATE HALL
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,PUBLIC WORKS OFFICES
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,MAKANDE KPA NURSERY SCHOOL
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,MAKUPA PRIMARY SCHOOL
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,MAKANDE PRIMARY SCHOOL
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,SHIMANZI KPA NURSERY SCHOOL
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,KPA HALL HIGH LEVEL
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,LITTLE THEATRE CLUB
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,SACRED HEART PRIMARY SCHOOL
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,KPA SOCIAL HALL
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,BANDARI COLLEGE
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,GANJONI MUNICIPAL CLINIC
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,MAJENGO PRIMARY SCHOOL
1,MOMBASA,6,MVITA,29,SHIMANZI/GANJONI,KING'ORANI PRISON (JELA BARIDI)
1,MOMBASA,6,MVITA,30,MAJENGO,PATEL SAMAJ HALL
1,MOMBASA,6,MVITA,30,MAJENGO,GURU NANAK PRIMARY SCHOOL
1,MOMBASA,6,MVITA,30,MAJENGO,KOBLENZ HALL
1,MOMBASA,6,MVITA,30,MAJENGO,UHURU GARDENS
1,MOMBASA,6,MVITA,30,MAJENGO,LOHANA HALL
1,MOMBASA,6,MVITA,30,MAJENGO,LASCO SOCIAL HALL (KPA)
1,MOMBASA,6,MVITA,30,MAJENGO,MAJENGO VILLAGE HALL
1,MOMBASA,6,MVITA,30,MAJENGO,SAKINA HALL
1,MOMBASA,6,MVITA,30,MAJENGO,MVITA PRIMARY SCHOOL
1,MOMBASA,6,MVITA,30,MAJENGO,MVITA BOYS SECONDARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,MWARONI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,MWAKAMBA NURSERYSCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,SHAMU PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,MWAMANGA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,MABOKONI PRIMAR SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,BONGWE PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,MBUWANI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,MWAMAMBI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,JOGOO FOOTBALL GROUNDS
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,MINISTRY OF WORKS QUARTERS
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,MLUNGU NIPA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,MWANJAMBA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,VUKANI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,NN'GORI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,31,GOMBATO BONGWE,CHIDZANGONI NURSERY SCHOOL
2,KWALE,7,MSAMBWENI,32,UKUNDA,MWAKIGWENA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,32,UKUNDA,MKWAKWANI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,32,UKUNDA,MAGUTU PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,32,UKUNDA,MVINDENI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,32,UKUNDA,UKUNDA SECONDARY SCHOOL
2,KWALE,7,MSAMBWENI,32,UKUNDA,MALALANI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,32,UKUNDA,MAWENI RAINBOW SCHOOL
2,KWALE,7,MSAMBWENI,32,UKUNDA,CHILOLAPWA B NURSERY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,GALU PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,MUHAKA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,KINONDO PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,MAKONGENI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,ZIGIRA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,MKWAMBANI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,GAZI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,MAGAONI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,MWAWECHE TRADING CENTRE
2,KWALE,7,MSAMBWENI,33,KINONDO,MADAGO PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,KILOLE PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,MWABUNGO PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,FIHONI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,33,KINONDO,GANJA LA SIMBA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,VINGUJINI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MSAMBWENI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,JOMOKENYATTA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MILALANI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MWAGUNDU NURSERY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,NYUMBA SITA NURSERY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,GONJORA NURSERY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,NGANJA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MIVUMONI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,ESHU PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MWACHANDE PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,FINGIRIKA NURSERYSCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MAFISINI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MAGODI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,KIDZUMBANI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MAPHOMBE PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,KINGWEDE PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MUNJE PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,FUNZI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,RAMISI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,BODO PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,SHIRAZI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,FAHAMUNI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,NDZOVUNI NURSERY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,VIDUNGENI TRADING CENTRE
2,KWALE,7,MSAMBWENI,34,RAMISI,KILULU PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,DZIBWAGE PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,DARIGUBE NURSERY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MARIGIZA PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MABATANI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MUNJE PWANI NURSERY
2,KWALE,7,MSAMBWENI,34,RAMISI,SAWA SAWA NURSERY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,MCHINJIRINI PRIMARY SCHOOL
2,KWALE,7,MSAMBWENI,34,RAMISI,KIUNGANI NURSERY SCHOOL
2,KWALE,8,LUNGALUNGA,35,PONGWE/KIKONENI,SHIMONI PRIMARY SCHOOL
2,KWALE,8,LUNGALUNGA,35,PONGWE/KIKONENI,KICHAKA MKWAJU PRIMARY SCHOOL
2,KWALE,8,LUNGALUNGA,35,PONGWE/KIKONENI,WASINI PRIMARY SCHOOL
