filename,filepath,page_number,extracted_text,extraction_method,extraction_timestamp,ocr_confidence,error_message
https___www.iebc.or.ke_docs_rov_per_polling_station.pdf,C:\Users\user\Downloads\https___www.iebc.or.ke_docs_rov_per_polling_station.pdf,1,"REGISTERED VOTERS PER POLLING STATIONS FOR THE 2022 GENERAL ELECTION
C C o o u d n e ty County Name Const Code Const. Name CAW Code CAW Name R C e o g d . e Centre Reg. Centre Name Polling Station Code Polling Station Name Name Registered Voters
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100101BOMU PRIMARY SCHOOL 673
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100102BOMU PRIMARY SCHOOL 673
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100103BOMU PRIMARY SCHOOL 673
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100104BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100105BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100106BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100107BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100108BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100109BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100110BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100111BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100112BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100113BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 001BOMU PRIMARY SCHOOL 001001000100114BOMU PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0001PORT REITZ 002MWIJABU PRIMARY SCHOOL 001001000100201MWIJABU PRIMARY SCHOOL 620
001MOMBASA 001CHANGAMWE 0001PORT REITZ 002MWIJABU PRIMARY SCHOOL 001001000100202MWIJABU PRIMARY SCHOOL 620
001MOMBASA 001CHANGAMWE 0001PORT REITZ 002MWIJABU PRIMARY SCHOOL 001001000100203MWIJABU PRIMARY SCHOOL 620
001MOMBASA 001CHANGAMWE 0001PORT REITZ 002MWIJABU PRIMARY SCHOOL 001001000100204MWIJABU PRIMARY SCHOOL 620
001MOMBASA 001CHANGAMWE 0001PORT REITZ 002MWIJABU PRIMARY SCHOOL 001001000100205MWIJABU PRIMARY SCHOOL 6 19
001MOMBASA 001CHANGAMWE 0001PORT REITZ 002MWIJABU PRIMARY SCHOOL 001001000100206MWIJABU PRIMARY SCHOOL 6 19
001MOMBASA 001CHANGAMWE 0001PORT REITZ 002MWIJABU PRIMARY SCHOOL 001001000100207MWIJABU PRIMARY SCHOOL 6 19
001MOMBASA 001CHANGAMWE 0001PORT REITZ 003LILONGWE GARDEN 001001000100301LILONGWE GARDEN 6 17
001MOMBASA 001CHANGAMWE 0001PORT REITZ 003LILONGWE GARDEN 001001000100302LILONGWE GARDEN 6 17
001MOMBASA 001CHANGAMWE 0001PORT REITZ 003LILONGWE GARDEN 001001000100303LILONGWE GARDEN 6 17
001MOMBASA 001CHANGAMWE 0001PORT REITZ 003LILONGWE GARDEN 001001000100304LILONGWE GARDEN 6 17
001MOMBASA 001CHANGAMWE 0001PORT REITZ 003LILONGWE GARDEN 001001000100305LILONGWE GARDEN 6 17
001MOMBASA 001CHANGAMWE 0001PORT REITZ 025BOMU STADIUM 001001000102501BOMU STADIUM 628
001MOMBASA 001CHANGAMWE 0001PORT REITZ 026BOMU SECONDARY SCHOOL 001001000102601BOMU SECONDARY SCHOOL 283
001MOMBASA 001CHANGAMWE 0001PORT REITZ 027FULL GOSPEL CHURCH GROUND 001001000102701FULL GOSPEL CHURCH GROUND 73
001MOMBASA 001CHANGAMWE 0002KIPEVU 004UMOJA PRIMARY SCHOOL 001001000200401UMOJA PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0002KIPEVU 004UMOJA PRIMARY SCHOOL 001001000200402UMOJA PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0002KIPEVU 004UMOJA PRIMARY SCHOOL 001001000200403UMOJA PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0002KIPEVU 004UMOJA PRIMARY SCHOOL 001001000200404UMOJA PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0002KIPEVU 004UMOJA PRIMARY SCHOOL 001001000200405UMOJA PRIMARY SCHOOL 672
001MOMBASA 001CHANGAMWE 0002KIPEVU 005KISUMU NDOGO GROUND 001001000200501KISUMU NDOGO GROUND 684
001MOMBASA 001CHANGAMWE 0002KIPEVU 005KISUMU NDOGO GROUND 001001000200502KISUMU NDOGO GROUND 684
001MOMBASA 001CHANGAMWE 0002KIPEVU 005KISUMU NDOGO GROUND 001001000200503KISUMU NDOGO GROUND 684
001MOMBASA 001CHANGAMWE 0002KIPEVU 005KISUMU NDOGO GROUND 001001000200504KISUMU NDOGO GROUND 684
001MOMBASA 001CHANGAMWE 0002KIPEVU 005KISUMU NDOGO GROUND 001001000200505KISUMU NDOGO GROUND 683
001MOMBASA 001CHANGAMWE 0002KIPEVU 006KWA HOLA PRIMARY SCHOOL 001001000200601KWA HOLA PRIMARY SCHOOL 6 18
001MOMBASA 001CHANGAMWE 0002KIPEVU 006KWA HOLA PRIMARY SCHOOL 001001000200602KWA HOLA PRIMARY SCHOOL 6 18
001MOMBASA 001CHANGAMWE 0002KIPEVU 006KWA HOLA PRIMARY SCHOOL 001001000200603KWA HOLA PRIMARY SCHOOL 6 18
001MOMBASA 001CHANGAMWE 0002KIPEVU 006KWA HOLA PRIMARY SCHOOL 001001000200604KWA HOLA PRIMARY SCHOOL 6 18
001MOMBASA 001CHANGAMWE 0002KIPEVU 006KWA HOLA PRIMARY SCHOOL 001001000200605KWA HOLA PRIMARY SCHOOL 6 18
001MOMBASA 001CHANGAMWE 0002KIPEVU 007CAPE TOWN GROUND 001001000200701CAPE TOWN GROUND 642
001MOMBASA 001CHANGAMWE 0002KIPEVU 007CAPE TOWN GROUND 001001000200702CAPE TOWN GROUND 642
001MOMBASA 001CHANGAMWE 0002KIPEVU 007CAPE TOWN GROUND 001001000200703CAPE TOWN GROUND 6 41
001MOMBASA 001CHANGAMWE 0002KIPEVU 007CAPE TOWN GROUND 001001000200704CAPE TOWN GROUND 6 41
001MOMBASA 001CHANGAMWE 0002KIPEVU 007CAPE TOWN GROUND 001001000200705CAPE TOWN GROUND 6 41
001MOMBASA 001CHANGAMWE 0002KIPEVU 007CAPE TOWN GROUND 001001000200706CAPE TOWN GROUND 6 41
001MOMBASA 001CHANGAMWE 0002KIPEVU 007CAPE TOWN GROUND 001001000200707CAPE TOWN GROUND 6 41
001MOMBASA 001CHANGAMWE 0002KIPEVU 008KALOLENI GROUND 001001000200801KALOLENI GROUND 478
001MOMBASA 001CHANGAMWE 0002KIPEVU 008KALOLENI GROUND 001001000200802KALOLENI GROUND 478
001MOMBASA 001CHANGAMWE 0002KIPEVU 008KALOLENI GROUND 001001000200803KALOLENI GROUND 478
001MOMBASA 001CHANGAMWE 0002KIPEVU 028AKAMBA HANDCRAFT COOP. SOCIETY HALL 001001000202801AKAMBA HANDCRAFT COOP. SOCIETY HA L L 340
001MOMBASA 001CHANGAMWE 0003AIRPORT 009BOKOLE NURSERY SCHOOL 001001000300901BOKOLE NURSERY SCHOOL 6 21
001MOMBASA 001CHANGAMWE 0003AIRPORT 009BOKOLE NURSERY SCHOOL 001001000300902BOKOLE NURSERY SCHOOL 6 21
001MOMBASA 001CHANGAMWE 0003AIRPORT 009BOKOLE NURSERY SCHOOL 001001000300903BOKOLE NURSERY SCHOOL 6 21
001MOMBASA 001CHANGAMWE 0003AIRPORT 009BOKOLE NURSERY SCHOOL 001001000300904BOKOLE NURSERY SCHOOL 6 21
001MOMBASA 001CHANGAMWE 0003AIRPORT 009BOKOLE NURSERY SCHOOL 001001000300905BOKOLE NURSERY SCHOOL 6 21
001MOMBASA 001CHANGAMWE 0003AIRPORT 009BOKOLE NURSERY SCHOOL 001001000300906BOKOLE NURSERY SCHOOL 6 21
001MOMBASA 001CHANGAMWE 0003AIRPORT 010BARAKA VILLAGE 001001000301001BARAKA VILLAGE 693
001MOMBASA 001CHANGAMWE 0003AIRPORT 010BARAKA VILLAGE 001001000301002BARAKA VILLAGE 693
001MOMBASA 001CHANGAMWE 0003AIRPORT 010BARAKA VILLAGE 001001000301003BARAKA VILLAGE 693
Page 1 of 712",pdfplumber,2026-09-02T10:02:08.384416,,
https___www.iebc.or.ke_docs_rov_per_polling_station.pdf,C:\Users\user\Downloads\https___www.iebc.or.ke_docs_rov_per_polling_station.pdf,2,"C C o o u d n e ty County Name Const Code Const. Name CAW Code CAW Name R C e o g d . e Centre Reg. Centre Name Polling Station Code Polling Station Name Name Registered Voters
001MOMBASA 001CHANGAMWE 0003AIRPORT 010BARAKA VILLAGE 001001000301004BARAKA VILLAGE 693
001MOMBASA 001CHANGAMWE 0003AIRPORT 010BARAKA VILLAGE 001001000301005BARAKA VILLAGE 692
001MOMBASA 001CHANGAMWE 0003AIRPORT 010BARAKA VILLAGE 001001000301006BARAKA VILLAGE 692
001MOMBASA 001CHANGAMWE 0003AIRPORT 011AL-IRSHADI NURSERY SCHOOL 001001000301101AL-IRSHADI NURSERY SCHOOL 6 51
001MOMBASA 001CHANGAMWE 0003AIRPORT 011AL-IRSHADI NURSERY SCHOOL 001001000301102AL-IRSHADI NURSERY SCHOOL 6 51
001MOMBASA 001CHANGAMWE 0003AIRPORT 011AL-IRSHADI NURSERY SCHOOL 001001000301103AL-IRSHADI NURSERY SCHOOL 6 51
001MOMBASA 001CHANGAMWE 0003AIRPORT 011AL-IRSHADI NURSERY SCHOOL 001001000301104AL-IRSHADI NURSERY SCHOOL 650
001MOMBASA 001CHANGAMWE 0003AIRPORT 011AL-IRSHADI NURSERY SCHOOL 001001000301105AL-IRSHADI NURSERY SCHOOL 650
001MOMBASA 001CHANGAMWE 0003AIRPORT 011AL-IRSHADI NURSERY SCHOOL 001001000301106AL-IRSHADI NURSERY SCHOOL 650
001MOMBASA 001CHANGAMWE 0003AIRPORT 011AL-IRSHADI NURSERY SCHOOL 001001000301107AL-IRSHADI NURSERY SCHOOL 650
001MOMBASA 001CHANGAMWE 0003AIRPORT 011AL-IRSHADI NURSERY SCHOOL 001001000301108AL-IRSHADI NURSERY SCHOOL 650
001MOMBASA 001CHANGAMWE 0003AIRPORT 012MWIDANI SOCIAL HALL 001001000301201MWIDANI SOCIAL HALL 611
001MOMBASA 001CHANGAMWE 0003AIRPORT 012MWIDANI SOCIAL HALL 001001000301202MWIDANI SOCIAL HALL 611
001MOMBASA 001CHANGAMWE 0003AIRPORT 012MWIDANI SOCIAL HALL 001001000301203MWIDANI SOCIAL HALL 611
001MOMBASA 001CHANGAMWE 0003AIRPORT 012MWIDANI SOCIAL HALL 001001000301204MWIDANI SOCIAL HALL 611
001MOMBASA 001CHANGAMWE 0003AIRPORT 012MWIDANI SOCIAL HALL 001001000301205MWIDANI SOCIAL HALL 611
001MOMBASA 001CHANGAMWE 0003AIRPORT 012MWIDANI SOCIAL HALL 001001000301206MWIDANI SOCIAL HALL 611
001MOMBASA 001CHANGAMWE 0003AIRPORT 012MWIDANI SOCIAL HALL 001001000301207MWIDANI SOCIAL HALL 610
001MOMBASA 001CHANGAMWE 0003AIRPORT 013PORTREITZ NURSERY SCHOOL 001001000301301PORTREITZ NURSERY SCHOOL 598
001MOMBASA 001CHANGAMWE 0003AIRPORT 013PORTREITZ NURSERY SCHOOL 001001000301302PORTREITZ NURSERY SCHOOL 598
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 014CHANGAMWE SOCIAL HALL 001001000401401CHANGAMWE SOCIAL HALL 687
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 014CHANGAMWE SOCIAL HALL 001001000401402CHANGAMWE SOCIAL HALL 687
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 014CHANGAMWE SOCIAL HALL 001001000401403CHANGAMWE SOCIAL HALL 687
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 014CHANGAMWE SOCIAL HALL 001001000401404CHANGAMWE SOCIAL HALL 687
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 014CHANGAMWE SOCIAL HALL 001001000401405CHANGAMWE SOCIAL HALL 687
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 014CHANGAMWE SOCIAL HALL 001001000401406CHANGAMWE SOCIAL HALL 687
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 014CHANGAMWE SOCIAL HALL 001001000401407CHANGAMWE SOCIAL HALL 687
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 014CHANGAMWE SOCIAL HALL 001001000401408CHANGAMWE SOCIAL HALL 687
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 014CHANGAMWE SOCIAL HALL 001001000401409CHANGAMWE SOCIAL HALL 687
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 015CHANGAMWE PRIMARY SCHOOL 001001000401501CHANGAMWE PRIMARY SCHOOL 675
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 015CHANGAMWE PRIMARY SCHOOL 001001000401502CHANGAMWE PRIMARY SCHOOL 675
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 016ST. LWANGA PRIMARY SCHOOL 001001000401601ST. LWANGA PRIMARY SCHOOL 642
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 016ST. LWANGA PRIMARY SCHOOL 001001000401602ST. LWANGA PRIMARY SCHOOL 642
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 016ST. LWANGA PRIMARY SCHOOL 001001000401603ST. LWANGA PRIMARY SCHOOL 6 41
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 016ST. LWANGA PRIMARY SCHOOL 001001000401604ST. LWANGA PRIMARY SCHOOL 6 41
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 017CHANGAMWE SECONDARY SCHOOL 001001000401701CHANGAMWE SECONDARY SCHOOL 5 15
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 017CHANGAMWE SECONDARY SCHOOL 001001000401702CHANGAMWE SECONDARY SCHOOL 5 14
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 018GOME PRIMARY SCHOOL 001001000401801GOME PRIMARY SCHOOL 605
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 018GOME PRIMARY SCHOOL 001001000401802GOME PRIMARY SCHOOL 604
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 018GOME PRIMARY SCHOOL 001001000401803GOME PRIMARY SCHOOL 604
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 019MAGONGO PRIMARY SCHOOL 001001000401901MAGONGO PRIMARY SCHOOL 532
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 019MAGONGO PRIMARY SCHOOL 001001000401902MAGONGO PRIMARY SCHOOL 5 31
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 019MAGONGO PRIMARY SCHOOL 001001000401903MAGONGO PRIMARY SCHOOL 5 31
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 019MAGONGO PRIMARY SCHOOL 001001000401904MAGONGO PRIMARY SCHOOL 5 31
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 020BAPTIST CHURCH PRIMARY SCHOOL 001001000402001BAPTIST CHURCH PRIMARY SCHOOL 583
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 020BAPTIST CHURCH PRIMARY SCHOOL 001001000402002BAPTIST CHURCH PRIMARY SCHOOL 583
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 020BAPTIST CHURCH PRIMARY SCHOOL 001001000402003BAPTIST CHURCH PRIMARY SCHOOL 583
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 020BAPTIST CHURCH PRIMARY SCHOOL 001001000402004BAPTIST CHURCH PRIMARY SCHOOL 583
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 029BISHOP MKALA ACADEMY 001001000402901BISHOP MKALA ACADEMY 1 72
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 030KIMBILIO ACADEMY 001001000403001KIMBILIO ACADEMY 556
001MOMBASA 001CHANGAMWE 0004CHANGAMWE 032AIC CHURCH HALL 001001000403201AIC CHURCH HALL 56
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502101CHAANI SOCIAL HALL 666
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502102CHAANI SOCIAL HALL 666
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502103CHAANI SOCIAL HALL 666
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502104CHAANI SOCIAL HALL 666
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502105CHAANI SOCIAL HALL 666
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502106CHAANI SOCIAL HALL 666
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502107CHAANI SOCIAL HALL 666
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502108CHAANI SOCIAL HALL 666
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502109CHAANI SOCIAL HALL 666
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502110CHAANI SOCIAL HALL 665
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502111CHAANI SOCIAL HALL 665
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502112CHAANI SOCIAL HALL 665
001MOMBASA 001CHANGAMWE 0005CHAANI 021CHAANI SOCIAL HALL 001001000502113CHAANI SOCIAL HALL 665
001MOMBASA 001CHANGAMWE 0005CHAANI 022KIPEVU PRIMARY SCHOOL 001001000502201KIPEVU PRIMARY SCHOOL 685
Page 2 of 712",pdfplumber,2026-09-02T10:02:08.921907,,
